Year,OSHPD ID,Facility Name,Type of Control,County Name,Principal Diagnosis Group,Count
2009,010846,ALAMEDA CO MED CTR - HIGHLAND CAMPUS,City/County,ALAMEDA,Digestive,1113
2009,010846,ALAMEDA CO MED CTR - HIGHLAND CAMPUS,City/County,ALAMEDA,Genitourinary,474
2009,010846,ALAMEDA CO MED CTR - HIGHLAND CAMPUS,City/County,ALAMEDA,All Pregnancies,1623
2009,010846,ALAMEDA CO MED CTR - HIGHLAND CAMPUS,City/County,ALAMEDA,Skin Disorders,325
2009,010846,ALAMEDA CO MED CTR - HIGHLAND CAMPUS,City/County,ALAMEDA,Musculoskeletal,330
2009,010846,ALAMEDA CO MED CTR - HIGHLAND CAMPUS,City/County,ALAMEDA,Congenital Anomalies (Birth Defects),17
2009,010846,ALAMEDA CO MED CTR - HIGHLAND CAMPUS,City/County,ALAMEDA,Perinatal Disorders,44
2009,010846,ALAMEDA CO MED CTR - HIGHLAND CAMPUS,City/County,ALAMEDA,Symptoms,563
2009,010846,ALAMEDA CO MED CTR - HIGHLAND CAMPUS,City/County,ALAMEDA,Injuries/Drugs/Complications,1296
2009,010846,ALAMEDA CO MED CTR - HIGHLAND CAMPUS,City/County,ALAMEDA,Other Reasons for Health Services,715
2009,010846,ALAMEDA CO MED CTR - HIGHLAND CAMPUS,City/County,ALAMEDA,Births,1365
2009,010856,KAISER FND HOSP - OAKLAND CAMPUS,Non-Profit,ALAMEDA,Infections,791
2009,010856,KAISER FND HOSP - OAKLAND CAMPUS,Non-Profit,ALAMEDA,Neoplasms,1445
2009,010856,KAISER FND HOSP - OAKLAND CAMPUS,Non-Profit,ALAMEDA,Endocrine/Metabolism,844
2009,010856,KAISER FND HOSP - OAKLAND CAMPUS,Non-Profit,ALAMEDA,Blood/Blood-forming Organs,281
2009,010856,KAISER FND HOSP - OAKLAND CAMPUS,Non-Profit,ALAMEDA,Psychoses & Neurosis,163
2009,010856,KAISER FND HOSP - OAKLAND CAMPUS,Non-Profit,ALAMEDA,Nervous & Sensory Systems,425
2009,010856,KAISER FND HOSP - OAKLAND CAMPUS,Non-Profit,ALAMEDA,Circulatory,2170
2009,010856,KAISER FND HOSP - OAKLAND CAMPUS,Non-Profit,ALAMEDA,Respiratory,1333
2009,010856,KAISER FND HOSP - OAKLAND CAMPUS,Non-Profit,ALAMEDA,Digestive,1735
2009,010856,KAISER FND HOSP - OAKLAND CAMPUS,Non-Profit,ALAMEDA,Genitourinary,794
2009,010856,KAISER FND HOSP - OAKLAND CAMPUS,Non-Profit,ALAMEDA,All Pregnancies,2496
2009,010856,KAISER FND HOSP - OAKLAND CAMPUS,Non-Profit,ALAMEDA,Skin Disorders,403
2009,010856,KAISER FND HOSP - OAKLAND CAMPUS,Non-Profit,ALAMEDA,Musculoskeletal,2167
2009,010856,KAISER FND HOSP - OAKLAND CAMPUS,Non-Profit,ALAMEDA,Congenital Anomalies (Birth Defects),230
2009,010856,KAISER FND HOSP - OAKLAND CAMPUS,Non-Profit,ALAMEDA,Perinatal Disorders,110
2009,010856,KAISER FND HOSP - OAKLAND CAMPUS,Non-Profit,ALAMEDA,Symptoms,641
2009,010856,KAISER FND HOSP - OAKLAND CAMPUS,Non-Profit,ALAMEDA,Injuries/Drugs/Complications,1580
2009,010856,KAISER FND HOSP - OAKLAND CAMPUS,Non-Profit,ALAMEDA,Other Reasons for Health Services,308
2009,010856,KAISER FND HOSP - OAKLAND CAMPUS,Non-Profit,ALAMEDA,Births,2225
2009,010858,KAISER FND HOSP - HAYWARD/FREMONT,Non-Profit,ALAMEDA,Infections,950
2009,010858,KAISER FND HOSP - HAYWARD/FREMONT,Non-Profit,ALAMEDA,Neoplasms,795
2009,010858,KAISER FND HOSP - HAYWARD/FREMONT,Non-Profit,ALAMEDA,Endocrine/Metabolism,1009
2009,010858,KAISER FND HOSP - HAYWARD/FREMONT,Non-Profit,ALAMEDA,Blood/Blood-forming Organs,189
2009,010858,KAISER FND HOSP - HAYWARD/FREMONT,Non-Profit,ALAMEDA,Psychoses & Neurosis,117
2009,010858,KAISER FND HOSP - HAYWARD/FREMONT,Non-Profit,ALAMEDA,Nervous & Sensory Systems,241
2009,010858,KAISER FND HOSP - HAYWARD/FREMONT,Non-Profit,ALAMEDA,Circulatory,2230
2009,010858,KAISER FND HOSP - HAYWARD/FREMONT,Non-Profit,ALAMEDA,Respiratory,1574
2009,010858,KAISER FND HOSP - HAYWARD/FREMONT,Non-Profit,ALAMEDA,Digestive,1978
2009,010858,KAISER FND HOSP - HAYWARD/FREMONT,Non-Profit,ALAMEDA,Genitourinary,864
2009,010858,KAISER FND HOSP - HAYWARD/FREMONT,Non-Profit,ALAMEDA,All Pregnancies,2907
2009,010858,KAISER FND HOSP - HAYWARD/FREMONT,Non-Profit,ALAMEDA,Skin Disorders,283
2009,010858,KAISER FND HOSP - HAYWARD/FREMONT,Non-Profit,ALAMEDA,Musculoskeletal,817
2009,010858,KAISER FND HOSP - HAYWARD/FREMONT,Non-Profit,ALAMEDA,Congenital Anomalies (Birth Defects),59
2009,010858,KAISER FND HOSP - HAYWARD/FREMONT,Non-Profit,ALAMEDA,Perinatal Disorders,79
2009,010858,KAISER FND HOSP - HAYWARD/FREMONT,Non-Profit,ALAMEDA,Symptoms,644
2009,010858,KAISER FND HOSP - HAYWARD/FREMONT,Non-Profit,ALAMEDA,Injuries/Drugs/Complications,1268
2009,010858,KAISER FND HOSP - HAYWARD/FREMONT,Non-Profit,ALAMEDA,Other Reasons for Health Services,100
2009,010858,KAISER FND HOSP - HAYWARD/FREMONT,Non-Profit,ALAMEDA,Births,2709
2009,010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,Investor,ALAMEDA,Infections,17
2009,010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,Investor,ALAMEDA,Endocrine/Metabolism,10
2009,010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,Investor,ALAMEDA,Nervous & Sensory Systems,1
2009,010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,Investor,ALAMEDA,Circulatory,4
2009,010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,Investor,ALAMEDA,Respiratory,314
2009,010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,Investor,ALAMEDA,Digestive,4
2009,010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,Investor,ALAMEDA,Genitourinary,2
2009,010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,Investor,ALAMEDA,Skin Disorders,75
2009,010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,Investor,ALAMEDA,Musculoskeletal,15
2009,010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,Investor,ALAMEDA,Injuries/Drugs/Complications,17
2009,010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,Investor,ALAMEDA,Other Reasons for Health Services,4
2009,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,Non-Profit,ALAMEDA,Infections,798
2009,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,Non-Profit,ALAMEDA,Neoplasms,901
2009,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,Non-Profit,ALAMEDA,Endocrine/Metabolism,827
2009,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,Non-Profit,ALAMEDA,Blood/Blood-forming Organs,302
2009,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,Non-Profit,ALAMEDA,Psychoses & Neurosis,104
2009,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,Non-Profit,ALAMEDA,Nervous & Sensory Systems,255
2009,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,Non-Profit,ALAMEDA,Circulatory,4258
2009,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,Non-Profit,ALAMEDA,Respiratory,1322
2009,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,Non-Profit,ALAMEDA,Digestive,1322
2009,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,Non-Profit,ALAMEDA,Genitourinary,548
2009,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,Non-Profit,ALAMEDA,All Pregnancies,19
2009,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,Non-Profit,ALAMEDA,Skin Disorders,249
2009,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,Non-Profit,ALAMEDA,Musculoskeletal,800
2009,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,Non-Profit,ALAMEDA,Congenital Anomalies (Birth Defects),32
2009,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,Non-Profit,ALAMEDA,Symptoms,835
2009,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,Non-Profit,ALAMEDA,Injuries/Drugs/Complications,1050
2009,010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,Non-Profit,ALAMEDA,Other Reasons for Health Services,942
2009,010967,ST. ROSE HOSPITAL,Non-Profit,ALAMEDA,Infections,459
2009,010967,ST. ROSE HOSPITAL,Non-Profit,ALAMEDA,Neoplasms,215
2009,010967,ST. ROSE HOSPITAL,Non-Profit,ALAMEDA,Endocrine/Metabolism,351
2009,010967,ST. ROSE HOSPITAL,Non-Profit,ALAMEDA,Blood/Blood-forming Organs,60
2009,010967,ST. ROSE HOSPITAL,Non-Profit,ALAMEDA,Psychoses & Neurosis,89
2009,010967,ST. ROSE HOSPITAL,Non-Profit,ALAMEDA,Nervous & Sensory Systems,94
2009,010967,ST. ROSE HOSPITAL,Non-Profit,ALAMEDA,Circulatory,1167
2009,010967,ST. ROSE HOSPITAL,Non-Profit,ALAMEDA,Respiratory,810
2009,010967,ST. ROSE HOSPITAL,Non-Profit,ALAMEDA,Digestive,878
2009,010967,ST. ROSE HOSPITAL,Non-Profit,ALAMEDA,Genitourinary,339
2009,010967,ST. ROSE HOSPITAL,Non-Profit,ALAMEDA,All Pregnancies,1399
2009,010967,ST. ROSE HOSPITAL,Non-Profit,ALAMEDA,Skin Disorders,144
2009,010967,ST. ROSE HOSPITAL,Non-Profit,ALAMEDA,Musculoskeletal,286
2009,010967,ST. ROSE HOSPITAL,Non-Profit,ALAMEDA,Congenital Anomalies (Birth Defects),5
2009,010967,ST. ROSE HOSPITAL,Non-Profit,ALAMEDA,Perinatal Disorders,19
2009,010967,ST. ROSE HOSPITAL,Non-Profit,ALAMEDA,Symptoms,584
2009,010967,ST. ROSE HOSPITAL,Non-Profit,ALAMEDA,Injuries/Drugs/Complications,469
2009,010967,ST. ROSE HOSPITAL,Non-Profit,ALAMEDA,Other Reasons for Health Services,243
2009,010967,ST. ROSE HOSPITAL,Non-Profit,ALAMEDA,Births,1281
2009,010987,WASHINGTON HOSPITAL - FREMONT,District,ALAMEDA,Infections,545
2009,010987,WASHINGTON HOSPITAL - FREMONT,District,ALAMEDA,Neoplasms,454
2009,010987,WASHINGTON HOSPITAL - FREMONT,District,ALAMEDA,Endocrine/Metabolism,479
2009,010987,WASHINGTON HOSPITAL - FREMONT,District,ALAMEDA,Blood/Blood-forming Organs,151
2009,010987,WASHINGTON HOSPITAL - FREMONT,District,ALAMEDA,Psychoses & Neurosis,83
2009,010987,WASHINGTON HOSPITAL - FREMONT,District,ALAMEDA,Nervous & Sensory Systems,214
2009,010987,WASHINGTON HOSPITAL - FREMONT,District,ALAMEDA,Circulatory,2360
2009,010987,WASHINGTON HOSPITAL - FREMONT,District,ALAMEDA,Respiratory,1268
2009,010987,WASHINGTON HOSPITAL - FREMONT,District,ALAMEDA,Digestive,1315
2009,010987,WASHINGTON HOSPITAL - FREMONT,District,ALAMEDA,All Pregnancies,2558
2009,010987,WASHINGTON HOSPITAL - FREMONT,District,ALAMEDA,Skin Disorders,276
2009,010987,WASHINGTON HOSPITAL - FREMONT,District,ALAMEDA,Musculoskeletal,1495
2009,010987,WASHINGTON HOSPITAL - FREMONT,District,ALAMEDA,Congenital Anomalies (Birth Defects),13
2009,010987,WASHINGTON HOSPITAL - FREMONT,District,ALAMEDA,Perinatal Disorders,78
2009,010987,WASHINGTON HOSPITAL - FREMONT,District,ALAMEDA,Symptoms,446
2009,010987,WASHINGTON HOSPITAL - FREMONT,District,ALAMEDA,Injuries/Drugs/Complications,913
2009,010987,WASHINGTON HOSPITAL - FREMONT,District,ALAMEDA,Other Reasons for Health Services,59
2009,010987,WASHINGTON HOSPITAL - FREMONT,District,ALAMEDA,Births,2413
2009,013619,SAN LEANDRO HOSPITAL,Non-Profit,ALAMEDA,Infections,298
2009,013619,SAN LEANDRO HOSPITAL,Non-Profit,ALAMEDA,Neoplasms,121
2009,013619,SAN LEANDRO HOSPITAL,Non-Profit,ALAMEDA,Endocrine/Metabolism,270
2009,013619,SAN LEANDRO HOSPITAL,Non-Profit,ALAMEDA,Blood/Blood-forming Organs,91
2009,013619,SAN LEANDRO HOSPITAL,Non-Profit,ALAMEDA,Psychoses & Neurosis,60
2009,013619,SAN LEANDRO HOSPITAL,Non-Profit,ALAMEDA,Nervous & Sensory Systems,68
2009,013619,SAN LEANDRO HOSPITAL,Non-Profit,ALAMEDA,Circulatory,968
2009,013619,SAN LEANDRO HOSPITAL,Non-Profit,ALAMEDA,Respiratory,581
2009,013619,SAN LEANDRO HOSPITAL,Non-Profit,ALAMEDA,Digestive,592
2009,013619,SAN LEANDRO HOSPITAL,Non-Profit,ALAMEDA,Genitourinary,277
2009,013619,SAN LEANDRO HOSPITAL,Non-Profit,ALAMEDA,All Pregnancies,6
2009,013619,SAN LEANDRO HOSPITAL,Non-Profit,ALAMEDA,Skin Disorders,96
2009,013619,SAN LEANDRO HOSPITAL,Non-Profit,ALAMEDA,Musculoskeletal,156
2009,013619,SAN LEANDRO HOSPITAL,Non-Profit,ALAMEDA,Congenital Anomalies (Birth Defects),4
2009,013619,SAN LEANDRO HOSPITAL,Non-Profit,ALAMEDA,Symptoms,218
2009,013619,SAN LEANDRO HOSPITAL,Non-Profit,ALAMEDA,Injuries/Drugs/Complications,406
2009,013619,SAN LEANDRO HOSPITAL,Non-Profit,ALAMEDA,Other Reasons for Health Services,11
2009,013687,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,Non-Profit,ALAMEDA,Psychoses & Neurosis,588
2009,013687,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,Non-Profit,ALAMEDA,All Pregnancies,2
2009,013687,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,Non-Profit,ALAMEDA,Symptoms,1
2009,014034,FREMONT HOSPITAL,Investor,ALAMEDA,Psychoses & Neurosis,3438
2009,014050,VALLEYCARE MEDICAL CENTER,Non-Profit,ALAMEDA,Infections,360
2009,014050,VALLEYCARE MEDICAL CENTER,Non-Profit,ALAMEDA,Neoplasms,213
2009,014050,VALLEYCARE MEDICAL CENTER,Non-Profit,ALAMEDA,Endocrine/Metabolism,357
2009,014050,VALLEYCARE MEDICAL CENTER,Non-Profit,ALAMEDA,Blood/Blood-forming Organs,58
2009,014050,VALLEYCARE MEDICAL CENTER,Non-Profit,ALAMEDA,Psychoses & Neurosis,194
2009,014050,VALLEYCARE MEDICAL CENTER,Non-Profit,ALAMEDA,Nervous & Sensory Systems,203
2009,014050,VALLEYCARE MEDICAL CENTER,Non-Profit,ALAMEDA,Circulatory,1005
2009,014050,VALLEYCARE MEDICAL CENTER,Non-Profit,ALAMEDA,Respiratory,884
2009,014050,VALLEYCARE MEDICAL CENTER,Non-Profit,ALAMEDA,Digestive,762
2009,014050,VALLEYCARE MEDICAL CENTER,Non-Profit,ALAMEDA,Genitourinary,350
2009,014050,VALLEYCARE MEDICAL CENTER,Non-Profit,ALAMEDA,All Pregnancies,1490
2009,014050,VALLEYCARE MEDICAL CENTER,Non-Profit,ALAMEDA,Skin Disorders,165
2009,014050,VALLEYCARE MEDICAL CENTER,Non-Profit,ALAMEDA,Musculoskeletal,790
2009,014050,VALLEYCARE MEDICAL CENTER,Non-Profit,ALAMEDA,Congenital Anomalies (Birth Defects),13
2009,014050,VALLEYCARE MEDICAL CENTER,Non-Profit,ALAMEDA,Perinatal Disorders,59
2009,014050,VALLEYCARE MEDICAL CENTER,Non-Profit,ALAMEDA,Symptoms,290
2009,014050,VALLEYCARE MEDICAL CENTER,Non-Profit,ALAMEDA,Injuries/Drugs/Complications,514
2009,014050,VALLEYCARE MEDICAL CENTER,Non-Profit,ALAMEDA,Other Reasons for Health Services,307
2009,014050,VALLEYCARE MEDICAL CENTER,Non-Profit,ALAMEDA,Births,1408
2009,014207,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,Investor,ALAMEDA,Psychoses & Neurosis,1272
2009,014226,TELECARE WILLOW ROCK CENTER,Investor,ALAMEDA,Endocrine/Metabolism,1
2009,014226,TELECARE WILLOW ROCK CENTER,Investor,ALAMEDA,Psychoses & Neurosis,647
2009,014226,TELECARE WILLOW ROCK CENTER,Investor,ALAMEDA,Respiratory,1
